Downloaded at: 2026/09/16 14:20:47

,Saga,Saga,Saga,Saga,Saga,Saga,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2022/7/8,28.0,8,1,23.3,8,1,30.6,8,1,23.2,8,1,29.6,8,1,24.4,8,1,28.7,8,1,23.5,8,1
2022/7/9,28.8,8,1,23.1,8,1,30.9,8,1,23.4,8,1,30.4,8,1,24.0,8,1,29.3,8,1,23.4,8,1
2022/7/10,30.4,8,1,23.2,8,1,32.0,8,1,23.3,8,1,30.3,8,1,24.0,8,1,30.2,8,1,25.4,8,1
2022/7/11,30.1,8,1,24.3,8,1,32.1,8,1,23.9,8,1,31.9,8,1,24.6,8,1,30.6,8,1,25.3,8,1
2022/7/12,33.1,8,1,24.5,8,1,33.3,8,1,24.3,8,1,33.8,8,1,25.2,8,1,31.2,8,1,25.8,8,1
2022/7/13,30.4,8,1,23.4,8,1,34.7,8,1,23.5,8,1,34.4,8,1,23.9,8,1,30.5,8,1,24.7,8,1
2022/7/14,28.6,8,1,23.3,8,1,29.3,8,1,22.9,8,1,30.5,8,1,24.3,8,1,29.1,8,1,25.1,8,1
2022/7/15,29.6,8,1,22.9,8,1,29.1,8,1,22.7,8,1,28.1,8,1,23.2,8,1,28.8,8,1,23.5,8,1
2022/7/16,28.7,8,1,22.4,8,1,29.9,8,1,22.4,8,1,30.1,8,1,23.1,8,1,29.0,8,1,23.5,8,1
2022/7/17,30.5,8,1,22.3,8,1,30.5,8,1,22.8,8,1,31.7,8,1,22.9,8,1,28.1,8,1,23.9,8,1
2022/7/18,29.7,8,1,21.7,8,1,31.5,8,1,21.3,8,1,31.0,8,1,22.9,8,1,29.2,8,1,25.0,8,1
2022/7/19,29.7,8,1,24.4,8,1,28.9,8,1,24.0,8,1,28.9,8,1,24.8,8,1,28.7,8,1,25.6,8,1
2022/7/20,32.3,5,1,22.6,5,1,33.8,8,1,23.0,8,1,29.1,8,1,24.3,8,1,28.4,8,1,25.0,8,1
2022/7/21,29.9,8,1,24.2,8,1,32.9,8,1,24.2,8,1,31.4,8,1,25.5,8,1,29.5,8,1,26.0,8,1
2022/7/22,33.2,8,1,24.1,8,1,32.2,8,1,24.0,8,1,33.1,8,1,25.7,8,1,31.1,8,1,24.5,8,1
2022/7/23,31.0,8,1,22.3,8,1,33.1,8,1,21.9,8,1,32.5,8,1,22.4,8,1,29.4,8,1,23.0,8,1
2022/7/24,30.6,8,1,21.9,8,1,32.1,8,1,21.0,8,1,31.7,8,1,22.5,8,1,31.3,8,1,23.9,8,1
2022/7/25,30.7,8,1,23.6,8,1,33.9,8,1,22.6,8,1,30.9,8,1,24.1,8,1,30.9,8,1,25.0,8,1
2022/7/26,31.4,8,1,24.0,8,1,35.2,8,1,23.5,8,1,31.6,8,1,24.6,8,1,30.6,8,1,25.1,8,1
2022/7/27,30.1,8,1,23.7,8,1,30.8,8,1,22.9,8,1,30.1,8,1,24.9,8,1,29.6,8,1,25.6,8,1
2022/7/28,31.6,8,1,25.4,8,1,32.8,8,1,25.1,8,1,32.8,8,1,25.7,8,1,29.9,8,1,26.3,8,1
2022/7/29,30.3,8,1,25.2,8,1,31.3,8,1,24.6,8,1,30.9,8,1,25.0,8,1,29.8,8,1,24.0,8,1
2022/7/30,27.5,8,1,24.9,8,1,29.2,8,1,24.2,8,1,29.1,8,1,24.5,8,1,29.6,8,1,25.2,8,1
2022/7/31,29.3,8,1,24.1,8,1,30.4,8,1,24.0,8,1,31.4,8,1,24.2,8,1,31.7,8,1,24.2,8,1
2022/8/1,31.3,8,1,25.6,8,1,32.4,8,1,25.2,8,1,32.7,8,1,25.7,8,1,32.1,8,1,26.7,8,1
2022/8/2,31.3,8,1,25.4,8,1,34.5,8,1,24.4,8,1,31.8,8,1,25.8,8,1,31.6,8,1,26.5,8,1
2022/8/3,33.7,8,1,24.2,8,1,36.2,8,1,24.1,8,1,31.4,8,1,26.3,8,1,30.6,8,1,27.4,8,1
2022/8/4,36.2,8,1,25.0,8,1,35.9,8,1,24.7,8,1,35.8,8,1,25.6,8,1,32.7,8,1,26.5,8,1
2022/8/5,34.7,8,1,25.7,8,1,33.5,8,1,25.1,8,1,34.2,8,1,26.0,8,1,32.5,8,1,26.4,8,1
2022/8/6,32.0,8,1,24.9,8,1,33.3,8,1,24.5,8,1,32.4,8,1,25.6,8,1,33.1,8,1,26.9,8,1
2022/8/7,31.7,8,1,25.1,8,1,33.1,8,1,24.4,8,1,33.9,8,1,25.7,8,1,33.0,8,1,26.9,8,1
2022/8/8,31.7,8,1,25.2,8,1,34.3,8,1,25.1,8,1,33.6,8,1,26.2,8,1,33.4,8,1,27.0,8,1
2022/8/9,32.2,8,1,24.7,8,1,34.1,8,1,24.5,8,1,33.3,8,1,26.3,8,1,32.3,8,1,27.3,8,1
2022/8/10,32.2,8,1,25.1,8,1,33.6,8,1,24.1,8,1,33.3,8,1,25.8,8,1,32.9,8,1,26.9,8,1
2022/8/11,32.0,8,1,25.2,8,1,32.6,8,1,25.1,8,1,33.3,8,1,26.1,8,1,32.7,8,1,26.4,8,1
2022/8/12,32.6,8,1,25.5,8,1,34.6,8,1,25.5,8,1,31.8,8,1,26.8,8,1,31.8,8,1,26.6,8,1
2022/8/13,34.9,8,1,25.1,8,1,36.1,8,1,24.9,8,1,33.2,8,1,26.5,8,1,32.9,8,1,28.0,8,1
2022/8/14,35.1,8,1,25.1,8,1,35.6,8,1,24.5,8,1,32.6,8,1,26.7,8,1,31.7,8,1,28.0,8,1
2022/8/15,33.9,8,1,25.7,8,1,34.9,8,1,24.8,8,1,33.1,8,1,27.3,8,1,32.1,8,1,28.6,8,1
2022/8/16,35.2,8,1,27.1,8,1,34.5,8,1,26.3,8,1,33.1,8,1,28.7,8,1,31.4,8,1,28.4,8,1
2022/8/17,33.0,8,1,26.9,8,1,32.7,8,1,25.4,8,1,31.5,8,1,28.0,8,1,30.9,8,1,27.8,8,1
2022/8/18,34.8,8,1,24.0,8,1,32.9,8,1,23.3,8,1,31.4,8,1,24.9,8,1,29.5,8,1,26.2,8,1
2022/8/19,34.2,8,1,22.7,8,1,34.7,8,1,21.8,8,1,32.6,8,1,23.8,8,1,31.5,8,1,25.3,8,1
2022/8/20,34.9,8,1,24.8,8,1,36.8,8,1,24.0,8,1,34.2,8,1,25.6,8,1,30.7,8,1,27.4,8,1
2022/8/21,31.9,8,1,25.8,8,1,33.7,8,1,25.4,8,1,32.5,8,1,26.8,8,1,34.2,8,1,27.2,8,1
2022/8/22,30.9,8,1,25.8,8,1,32.8,8,1,25.2,8,1,31.8,8,1,26.7,8,1,32.6,8,1,27.3,8,1
2022/8/23,31.9,8,1,24.7,8,1,34.1,8,1,24.0,8,1,32.5,8,1,25.4,8,1,32.5,8,1,27.1,8,1
2022/8/24,31.5,8,1,24.4,8,1,34.4,8,1,23.6,8,1,33.8,8,1,25.0,8,1,32.9,8,1,26.1,8,1
2022/8/25,33.2,8,1,23.4,8,1,33.9,8,1,24.5,8,1,33.6,8,1,24.4,8,1,33.1,8,1,27.0,8,1
2022/8/26,31.9,8,1,22.4,8,1,34.2,8,1,23.3,8,1,32.5,8,1,22.2,8,1,31.0,8,1,24.1,8,1
2022/8/27,31.8,8,1,24.1,8,1,34.0,8,1,23.1,8,1,32.8,8,1,24.8,8,1,32.9,8,1,25.5,8,1
2022/8/28,31.7,8,1,23.1,8,1,33.4,8,1,22.0,8,1,30.6,8,1,23.2,8,1,32.5,8,1,25.7,8,1
2022/8/29,30.3,8,1,22.5,8,1,31.9,8,1,21.8,8,1,32.0,8,1,23.2,8,1,29.8,8,1,26.8,8,1
2022/8/30,31.7,8,1,23.4,8,1,32.4,8,1,22.9,8,1,34.0,8,1,24.4,8,1,30.8,8,1,26.2,8,1
2022/8/31,30.7,8,1,25.4,8,1,28.9,8,1,25.0,8,1,32.6,8,1,25.9,8,1,31.8,8,1,26.3,8,1
2022/9/1,30.5,8,1,24.7,8,1,31.6,8,1,24.7,8,1,31.5,8,1,25.3,8,1,32.1,8,1,25.5,8,1
2022/9/2,30.4,8,1,24.0,8,1,30.2,8,1,23.6,8,1,31.3,8,1,24.0,8,1,30.2,8,1,24.7,8,1
2022/9/3,29.6,8,1,23.1,8,1,30.6,8,1,23.0,8,1,30.5,8,1,23.6,8,1,30.2,8,1,24.1,8,1
2022/9/4,30.3,8,1,24.3,8,1,31.5,8,1,23.1,8,1,31.6,8,1,24.7,8,1,32.2,8,1,24.8,8,1
2022/9/5,29.6,8,1,24.7,8,1,30.2,8,1,24.3,8,1,31.7,8,1,26.0,8,1,32.3,8,1,26.1,8,1
2022/9/6,30.7,8,1,24.7,8,1,32.3,8,1,24.5,8,1,31.0,8,1,24.7,8,1,30.5,8,1,25.1,8,1
2022/9/7,31.6,8,1,23.6,8,1,33.6,8,1,22.2,8,1,31.7,8,1,22.8,8,1,31.0,8,1,24.5,8,1
2022/9/8,30.5,8,1,21.9,8,1,32.8,8,1,20.4,8,1,30.1,8,1,22.2,8,1,31.8,8,1,24.8,8,1
2022/9/9,30.8,8,1,23.2,8,1,32.3,8,1,21.9,8,1,31.0,8,1,22.6,8,1,31.9,8,1,24.4,8,1
2022/9/10,30.5,8,1,23.7,8,1,31.5,8,1,23.8,8,1,30.3,8,1,24.3,8,1,29.2,8,1,24.8,8,1
2022/9/11,29.8,8,1,24.0,8,1,30.4,8,1,23.7,8,1,30.0,8,1,24.9,8,1,29.5,8,1,25.5,8,1
2022/9/12,31.1,8,1,22.8,8,1,31.7,8,1,22.2,8,1,31.9,8,1,24.0,8,1,30.2,8,1,26.7,8,1
2022/9/13,29.8,8,1,24.5,8,1,29.8,8,1,24.3,8,1,29.5,8,1,25.0,8,1,29.5,8,1,26.3,8,1
2022/9/14,32.2,8,1,25.2,8,1,32.8,8,1,25.4,8,1,31.9,8,1,25.7,8,1,30.6,8,1,27.3,8,1
2022/9/15,30.6,8,1,25.8,8,1,30.9,8,1,24.7,8,1,31.0,8,1,25.6,8,1,30.1,8,1,26.0,8,1
2022/9/16,30.0,8,1,24.9,8,1,31.2,8,1,25.3,8,1,30.0,8,1,24.5,8,1,29.2,8,1,25.7,8,1
2022/9/17,29.2,8,1,23.8,8,1,28.7,8,1,23.8,8,1,28.9,8,1,23.8,8,1,29.4,8,1,25.8,8,1
2022/9/18,29.0,8,1,26.2,8,1,28.4,8,1,26.1,8,1,29.4,8,1,24.1,8,1,28.4,8,1,24.9,8,1
2022/9/19,28.6,8,1,23.1,8,1,28.1,8,1,22.9,8,1,28.4,8,1,23.3,8,1,28.1,8,1,23.8,8,1
2022/9/20,29.0,8,1,18.5,8,1,27.7,8,1,18.3,8,1,28.9,8,1,18.8,8,1,28.7,8,1,20.6,8,1
2022/9/21,27.0,8,1,16.3,8,1,28.2,8,1,14.9,8,1,25.3,8,1,16.4,8,1,28.0,8,1,19.9,8,1
2022/9/22,28.6,8,1,17.5,8,1,28.8,8,1,16.5,8,1,29.7,8,1,18.4,8,1,28.3,8,1,22.0,8,1
2022/9/23,30.4,8,1,22.0,8,1,30.3,8,1,22.8,8,1,30.3,8,1,22.6,8,1,29.5,8,1,23.9,8,1
2022/9/24,30.1,8,1,21.1,8,1,31.4,8,1,20.0,8,1,30.3,8,1,20.1,8,1,30.0,8,1,21.5,8,1
2022/9/25,28.4,8,1,20.5,8,1,29.8,8,1,19.6,8,1,28.1,8,1,20.7,8,1,30.4,8,1,22.9,8,1
2022/9/26,28.6,8,1,21.0,8,1,30.2,8,1,20.6,8,1,29.8,8,1,22.0,8,1,29.7,8,1,23.6,8,1
2022/9/27,27.7,8,1,21.4,8,1,26.4,8,1,21.1,8,1,27.5,8,1,22.6,8,1,28.9,8,1,24.0,8,1
2022/9/28,28.9,8,1,20.6,8,1,30.6,8,1,20.0,8,1,28.1,8,1,21.1,8,1,29.3,8,1,22.8,8,1
2022/9/29,28.2,8,1,20.1,8,1,29.2,8,1,20.3,8,1,29.0,8,1,21.2,8,1,30.3,8,1,22.2,8,1
2022/9/30,27.9,8,1,18.6,8,1,29.0,8,1,18.7,8,1,28.0,8,1,20.3,8,1,28.2,8,1,22.3,8,1
2022/10/1,28.5,8,1,19.4,8,1,29.8,8,1,18.3,8,1,28.7,8,1,19.9,8,1,29.9,8,1,22.0,8,1
2022/10/2,28.5,8,1,20.3,8,1,29.3,8,1,18.9,8,1,29.9,8,1,20.2,8,1,29.5,8,1,22.1,8,1
2022/10/3,29.0,8,1,19.8,8,1,29.8,8,1,18.9,8,1,30.6,8,1,20.5,8,1,29.8,8,1,24.0,8,1
2022/10/4,31.1,8,1,21.1,8,1,30.5,8,1,19.8,8,1,29.5,8,1,21.4,8,1,30.2,8,1,23.9,8,1
2022/10/5,31.3,8,1,20.5,8,1,30.2,8,1,20.2,8,1,30.2,8,1,20.5,8,1,30.1,8,1,20.6,8,1
2022/10/6,24.3,8,1,18.7,8,1,24.9,8,1,18.1,8,1,24.7,8,1,19.5,8,1,23.2,8,1,20.5,8,1
2022/10/7,22.5,8,1,16.5,8,1,22.4,8,1,16.4,8,1,23.6,8,1,17.4,8,1,24.2,8,1,17.9,8,1
2022/10/8,24.9,8,1,15.0,8,1,24.8,8,1,15.0,8,1,24.3,8,1,16.8,8,1,24.2,8,1,19.7,8,1
2022/10/9,23.5,8,1,14.3,8,1,23.2,8,1,13.8,8,1,22.8,8,1,16.4,8,1,24.5,8,1,20.5,8,1
2022/10/10,25.1,8,1,14.4,8,1,23.3,8,1,13.7,8,1,23.4,8,1,17.9,8,1,23.5,8,1,17.5,8,1
2022/10/11,23.0,8,1,12.2,8,1,21.5,8,1,12.9,8,1,22.0,8,1,16.0,8,1,22.4,8,1,15.8,8,1
2022/10/12,19.4,8,1,15.0,8,1,18.9,8,1,13.9,8,1,20.4,8,1,15.6,8,1,21.6,8,1,18.9,8,1
2022/10/13,26.6,8,1,15.0,8,1,27.1,8,1,12.4,8,1,26.0,8,1,15.3,8,1,24.1,8,1,21.4,8,1
2022/10/14,26.9,8,1,16.6,8,1,27.6,8,1,14.6,8,1,26.6,8,1,17.1,8,1,26.4,8,1,21.6,8,1
2022/10/15,26.6,8,1,17.5,8,1,28.6,8,1,15.4,8,1,27.3,8,1,17.9,8,1,27.3,8,1,21.3,8,1
2022/10/16,27.1,8,1,17.5,8,1,27.9,8,1,16.4,8,1,27.3,8,1,17.7,8,1,26.4,8,1,22.1,8,1
2022/10/17,22.2,8,1,17.3,8,1,21.2,8,1,16.8,8,1,21.6,8,1,17.6,8,1,22.5,8,1,17.9,8,1
2022/10/18,25.4,8,1,13.1,8,1,23.3,8,1,11.7,8,1,24.4,8,1,14.3,8,1,23.9,8,1,18.1,8,1
2022/10/19,22.5,8,1,10.9,8,1,23.3,8,1,9.8,8,1,23.4,8,1,11.2,8,1,22.7,8,1,16.0,8,1
2022/10/20,23.0,8,1,10.4,8,1,23.5,8,1,8.2,8,1,23.6,8,1,11.1,8,1,22.9,8,1,16.3,8,1
2022/10/21,24.4,8,1,11.9,8,1,25.0,8,1,9.5,8,1,25.4,8,1,12.9,8,1,23.9,8,1,18.5,8,1
2022/10/22,25.5,8,1,15.4,8,1,27.0,8,1,14.3,8,1,26.0,8,1,16.9,8,1,26.3,8,1,20.4,8,1
2022/10/23,27.3,8,1,15.5,8,1,26.3,8,1,13.5,8,1,26.9,8,1,17.3,8,1,26.7,8,1,17.9,8,1
2022/10/24,24.0,8,1,13.9,8,1,22.4,8,1,10.9,8,1,23.1,8,1,13.8,8,1,23.0,8,1,14.4,8,1
2022/10/25,23.1,8,1,10.0,8,1,21.7,8,1,8.6,8,1,22.4,8,1,11.0,8,1,21.3,8,1,11.9,8,1
2022/10/26,21.4,8,1,8.7,8,1,21.8,8,1,6.2,8,1,20.8,8,1,10.1,8,1,21.2,8,1,14.6,8,1
2022/10/27,22.1,8,1,10.8,8,1,22.2,8,1,8.4,8,1,21.9,8,1,11.2,8,1,23.2,8,1,15.8,8,1
2022/10/28,23.5,8,1,14.2,8,1,23.7,8,1,12.4,8,1,23.7,8,1,15.1,8,1,23.5,8,1,17.6,8,1
2022/10/29,23.0,8,1,11.0,8,1,23.8,8,1,9.3,8,1,23.2,8,1,12.5,8,1,23.1,8,1,16.8,8,1
2022/10/30,21.7,8,1,10.4,8,1,21.7,8,1,7.5,8,1,21.0,8,1,11.3,8,1,21.8,8,1,15.9,8,1
2022/10/31,22.0,8,1,9.5,8,1,22.1,8,1,7.5,8,1,22.5,8,1,11.4,8,1,22.3,8,1,17.2,8,1
2022/11/1,20.0,8,1,15.6,8,1,17.5,8,1,14.5,8,1,19.8,8,1,16.8,8,1,21.0,8,1,18.5,8,1
2022/11/2,23.9,8,1,15.1,8,1,24.5,8,1,13.3,8,1,24.7,8,1,15.5,8,1,23.8,8,1,19.4,8,1
2022/11/3,23.9,8,1,14.1,8,1,26.2,8,1,13.1,8,1,24.6,8,1,14.2,8,1,24.7,8,1,19.1,8,1
2022/11/4,23.9,8,1,12.4,8,1,22.2,8,1,10.1,8,1,23.0,8,1,12.0,8,1,23.3,8,1,14.8,8,1
2022/11/5,21.1,8,1,9.9,8,1,20.7,8,1,10.7,8,1,21.6,8,1,10.5,8,1,21.2,8,1,13.4,8,1
2022/11/6,21.8,8,1,9.7,8,1,22.5,8,1,7.3,8,1,21.5,8,1,10.2,8,1,22.3,8,1,14.6,8,1
2022/11/7,21.6,8,1,12.0,8,1,21.4,8,1,9.6,8,1,21.7,8,1,12.9,8,1,23.0,8,1,16.5,8,1
2022/11/8,21.8,8,1,11.0,8,1,22.4,8,1,9.0,8,1,22.5,8,1,11.3,8,1,22.1,8,1,13.7,8,1
2022/11/9,21.9,8,1,9.8,8,1,22.4,8,1,6.8,8,1,22.3,8,1,10.2,8,1,23.0,8,1,15.8,8,1
2022/11/10,23.2,8,1,11.5,8,1,23.4,8,1,9.0,8,1,23.6,8,1,12.6,8,1,24.1,8,1,16.1,8,1
2022/11/11,23.5,8,1,12.3,8,1,24.1,8,1,9.6,8,1,23.2,8,1,13.0,8,1,23.2,8,1,16.4,8,1
2022/11/12,22.9,8,1,14.4,8,1,21.9,8,1,13.0,8,1,23.1,8,1,15.8,8,1,24.8,8,1,20.6,8,1
2022/11/13,24.7,8,1,16.8,8,1,24.8,8,1,15.8,8,1,26.1,8,1,17.9,8,1,25.3,8,1,18.9,8,1
2022/11/14,22.0,8,1,10.8,8,1,19.9,8,1,8.6,8,1,21.2,8,1,11.4,8,1,20.5,5,1,15.0,8,1
2022/11/15,20.4,8,1,8.6,8,1,19.1,8,1,6.6,8,1,20.1,8,1,9.9,8,1,19.4,8,1,13.0,8,1
2022/11/16,19.8,8,1,6.7,8,1,18.9,8,1,5.4,8,1,19.6,8,1,10.1,8,1,18.6,4,1,10.7,8,1
2022/11/17,19.2,8,1,8.2,8,1,18.8,8,1,5.1,8,1,19.2,8,1,9.0,8,1,20.0,8,1,13.6,8,1
2022/11/18,20.4,8,1,9.1,8,1,20.5,8,1,7.2,8,1,21.4,8,1,11.1,8,1,20.2,8,1,16.2,8,1
2022/11/19,15.5,8,1,10.3,8,1,15.1,8,1,8.4,8,1,15.6,8,1,11.6,8,1,19.3,8,1,16.5,8,1
2022/11/20,21.5,8,1,10.1,8,1,23.2,8,1,8.5,8,1,22.1,8,1,11.5,8,1,21.9,8,1,16.6,8,1
2022/11/21,23.3,8,1,11.4,8,1,22.2,8,1,9.6,8,1,22.9,8,1,11.6,8,1,22.6,8,1,16.2,8,1
2022/11/22,21.7,8,1,11.8,8,1,21.9,8,1,8.0,8,1,21.8,8,1,11.6,8,1,21.2,8,1,16.0,8,1
2022/11/23,18.1,8,1,12.0,8,1,18.1,8,1,14.7,8,1,20.1,8,1,15.5,8,1,20.2,8,1,14.9,8,1
2022/11/24,21.7,8,1,10.0,8,1,20.4,8,1,9.6,8,1,21.1,8,1,11.0,8,1,20.5,8,1,14.1,8,1
2022/11/25,20.1,8,1,9.7,8,1,20.5,8,1,6.4,8,1,21.0,8,1,10.1,8,1,21.2,8,1,15.5,8,1
2022/11/26,18.5,8,1,11.2,8,1,18.5,8,1,10.2,8,1,19.2,8,1,12.6,8,1,18.7,8,1,14.7,8,1
2022/11/27,19.8,8,1,8.4,8,1,20.6,8,1,5.9,8,1,20.5,8,1,9.3,8,1,20.1,8,1,13.7,8,1
2022/11/28,21.3,8,1,10.8,8,1,19.6,8,1,9.2,8,1,21.2,8,1,11.8,8,1,23.2,8,1,16.8,8,1
2022/11/29,22.6,8,1,15.7,8,1,22.0,8,1,15.7,8,1,23.5,8,1,17.3,8,1,23.8,8,1,19.7,8,1
2022/11/30,19.2,4,1,16.2,4,1,18.8,8,1,8.9,8,1,19.9,8,1,10.1,8,1,20.9,8,1,10.2,8,1
2022/12/1,8.0,4,1,5.4,4,1,12.8,8,1,6.5,8,1,13.7,8,1,7.3,8,1,14.0,8,1,7.7,8,1
2022/12/2,13.6,8,1,4.1,8,1,12.1,8,1,1.3,8,1,12.8,8,1,4.8,8,1,11.9,8,1,6.9,8,1
2022/12/3,14.8,8,1,3.3,8,1,13.3,8,1,0.6,8,1,14.1,8,1,3.7,8,1,15.6,8,1,9.5,8,1
2022/12/4,15.5,8,1,10.5,8,1,14.6,8,1,9.7,8,1,15.8,8,1,11.7,8,1,17.3,8,1,13.7,8,1
2022/12/5,15.9,8,1,7.0,8,1,14.7,8,1,6.6,8,1,15.5,8,1,7.4,8,1,16.3,8,1,7.8,8,1
2022/12/6,13.2,8,1,2.2,8,1,12.4,8,1,1.9,8,1,12.8,8,1,4.7,8,1,13.2,8,1,6.3,8,1
2022/12/7,15.0,8,1,1.9,8,1,14.4,8,1,1.0,8,1,14.5,8,1,5.2,8,1,13.9,8,1,6.3,8,1
2022/12/8,16.9,8,1,2.9,8,1,16.3,8,1,1.9,8,1,16.6,8,1,5.0,8,1,16.0,8,1,7.7,8,1
2022/12/9,17.6,8,1,5.0,8,1,17.9,8,1,1.7,8,1,17.9,8,1,5.5,8,1,18.2,8,1,10.9,8,1
2022/12/10,19.1,8,1,7.9,8,1,18.5,8,1,4.7,8,1,18.8,8,1,8.9,8,1,18.3,8,1,14.7,8,1
2022/12/11,19.0,8,1,7.7,8,1,17.1,8,1,5.7,8,1,17.3,8,1,8.7,8,1,18.0,8,1,9.9,8,1
2022/12/12,15.1,8,1,4.6,8,1,15.0,8,1,1.8,8,1,15.0,8,1,5.8,8,1,15.9,8,1,10.5,8,1
2022/12/13,16.6,8,1,7.9,8,1,15.3,5,1,7.1,5,1,15.8,8,1,8.6,8,1,15.7,8,1,10.9,8,1
2022/12/14,11.3,8,1,1.3,8,1,11.4,8,1,2.4,8,1,12.8,8,1,4.9,8,1,13.6,8,1,4.1,8,1
2022/12/15,11.1,8,1,0.5,8,1,9.7,8,1,1.0,8,1,10.3,8,1,2.6,8,1,10.4,8,1,3.9,8,1
2022/12/16,13.5,8,1,0.8,8,1,13.9,8,1,-0.8,8,1,13.8,8,1,1.5,8,1,13.7,8,1,4.8,8,1
2022/12/17,8.3,8,1,4.2,8,1,7.2,8,1,4.8,8,1,8.9,8,1,7.1,8,1,11.5,8,1,5.9,8,1
2022/12/18,5.2,8,1,0.3,8,1,5.2,8,1,0.2,8,1,7.3,8,1,2.4,8,1,6.6,8,1,2.8,8,1
2022/12/19,6.7,8,1,-1.1,8,1,4.1,8,1,-0.9,8,1,8.2,8,1,2.9,8,1,8.1,8,1,3.1,8,1
2022/12/20,11.0,8,1,-1.8,8,1,9.6,8,1,-1.8,8,1,11.4,8,1,1.9,8,1,10.9,8,1,3.2,8,1
2022/12/21,10.6,8,1,1.0,8,1,8.9,8,1,-1.6,8,1,10.4,8,1,1.7,8,1,15.3,8,1,5.8,8,1
2022/12/22,11.7,8,1,3.2,8,1,11.1,8,1,3.2,8,1,11.4,8,1,2.9,8,1,12.5,8,1,3.6,8,1
2022/12/23,6.0,8,1,1.2,8,1,3.5,8,1,-0.1,8,1,6.6,8,1,2.1,8,1,5.8,8,1,2.5,8,1
2022/12/24,8.6,8,1,1.2,8,1,7.5,8,1,1.3,8,1,7.5,8,1,3.4,8,1,9.0,8,1,2.6,8,1
2022/12/25,12.6,8,1,-0.6,8,1,12.0,8,1,-0.8,8,1,12.6,8,1,1.2,8,1,12.9,8,1,4.6,8,1
2022/12/26,13.1,8,1,0.2,8,1,11.8,8,1,-1.7,8,1,13.0,8,1,2.5,8,1,13.1,8,1,5.0,8,1
2022/12/27,14.0,8,1,1.8,8,1,13.1,8,1,-1.3,8,1,14.7,8,1,2.9,8,1,14.3,8,1,6.1,8,1
2022/12/28,13.2,8,1,2.6,8,1,12.9,8,1,-1.0,8,1,13.0,8,1,3.2,8,1,12.4,8,1,7.1,8,1
2022/12/29,12.9,8,1,2.2,8,1,12.0,8,1,1.9,8,1,11.8,8,1,4.2,8,1,12.1,8,1,5.7,8,1
2022/12/30,11.3,8,1,-0.8,8,1,10.4,8,1,-1.5,8,1,10.9,8,1,2.1,8,1,11.7,8,1,5.9,8,1
2022/12/31,12.8,8,1,1.3,8,1,11.9,8,1,-1.3,8,1,12.3,8,1,1.3,8,1,12.3,8,1,4.7,8,1
2023/1/1,13.6,8,1,0.2,8,1,12.9,8,1,-0.5,8,1,12.7,8,1,1.0,8,1,13.6,8,1,3.4,8,1
2023/1/2,14.0,8,1,3.0,8,1,13.4,8,1,1.4,8,1,13.4,8,1,3.1,8,1,14.6,8,1,5.6,8,1
2023/1/3,12.8,8,1,0.2,8,1,11.5,8,1,-1.6,8,1,12.2,8,1,2.2,8,1,12.6,8,1,3.5,8,1
2023/1/4,12.1,8,1,-1.5,8,1,11.2,8,1,-3.0,8,1,11.1,8,1,2.3,8,1,11.6,8,1,3.2,8,1
2023/1/5,12.7,8,1,-1.6,8,1,12.1,8,1,-3.9,8,1,12.3,8,1,2.0,8,1,12.4,8,1,3.3,8,1
2023/1/6,13.5,8,1,-0.9,8,1,12.8,8,1,-2.9,8,1,13.0,8,1,2.3,8,1,12.6,8,1,5.3,8,1
2023/1/7,12.2,8,1,1.9,8,1,11.6,8,1,-0.4,8,1,12.0,8,1,3.8,8,1,12.5,8,1,7.8,8,1
2023/1/8,14.9,8,1,-0.6,8,1,14.0,8,1,-0.2,8,1,14.1,8,1,3.8,8,1,13.8,8,1,5.9,8,1
2023/1/9,17.9,8,1,0.2,8,1,16.8,8,1,-2.1,8,1,16.0,8,1,2.3,8,1,15.0,8,1,6.2,8,1
2023/1/10,13.7,8,1,3.7,8,1,13.8,8,1,0.4,8,1,14.3,8,1,4.6,8,1,14.1,8,1,7.4,8,1
2023/1/11,17.6,8,1,2.0,8,1,16.9,8,1,-1.7,8,1,15.8,8,1,2.3,8,1,15.4,8,1,7.5,8,1
2023/1/12,17.7,8,1,3.9,8,1,17.4,8,1,-0.2,8,1,18.1,8,1,5.4,8,1,18.6,8,1,10.3,8,1
